DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RESENDE,Mata Atlântica,20,0.1,1.0,-22.4789,-44.43192,10.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA MANSA,Mata Atlântica,20,0.16,0.98,-22.43931,-44.18486,18.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PETRÓPOLIS,Mata Atlântica,20,0.0,-999.0,-22.36515,-43.13107,12.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VALENÇA,Mata Atlântica,19,0.53,1.0,-22.29778,-43.63344,10.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,MOGI GUAÇU,Cerrado,21,0.1,1.0,-22.28681,-46.82899,31.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlântica,19,0.28,1.0,-22.27851,-43.56783,36.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlântica,19,0.19,1.0,-22.27659,-43.55102,19.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VALENÇA,Mata Atlântica,19,2.44,1.0,-22.2712,-44.04279,27.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VALENÇA,Mata Atlântica,19,2.65,1.0,-22.26646,-44.04887,37.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BOM JARDIM,Mata Atlântica,20,0.0,0.93,-22.22775,-42.26724,105.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CARMO DE MINAS,Mata Atlântica,8,0.91,0.99,-22.08424,-45.23898,115.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CARMO DE MINAS,Mata Atlântica,10,1.13,1.0,-22.0819,-45.21656,155.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SÃO SEBASTIÃO DO ALTO,Mata Atlântica,20,0.0,1.0,-21.98658,-42.13777,13.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ANDRELÂNDIA,Mata Atlântica,0,0.2,0.99,-21.88754,-44.24679,25.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SÃO SEBASTIÃO DO ALTO,Mata Atlântica,20,0.44,1.0,-21.87873,-42.09367,74.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SÃO SEBASTIÃO DO ALTO,Mata Atlântica,20,0.48,1.0,-21.87721,-42.08107,41.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ANDRELÂNDIA,Mata Atlântica,0,0.18,1.0,-21.87541,-44.24807,31.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ARANTINA,Mata Atlântica,1,0.1,1.0,-21.87332,-44.22902,44.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SÃO SEBASTIÃO DO ALTO,Mata Atlântica,20,0.42,1.0,-21.8727,-42.10048,23.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SÃO SEBASTIÃO DO ALTO,Mata Atlântica,20,0.51,1.0,-21.87104,-42.08735,70.5
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SÃO SEBASTIÃO DO ALTO,Mata Atlântica,20,0.56,1.0,-21.86692,-42.08285,36.5
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SÃO SEBASTIÃO DO ALTO,Mata Atlântica,20,0.62,1.0,-21.85912,-42.07613,83.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,TAMBAÚ,Cerrado,0,0.0,1.0,-21.66701,-47.26807,76.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SÃO FIDÉLIS,Mata Atlântica,35,0.43,1.0,-21.66691,-41.77317,48.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,JUIZ DE FORA,Mata Atlântica,31,0.0,1.0,-21.6239,-43.52481,43.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SANTA RITA DE IBITIPOCA,Mata Atlântica,30,0.0,1.0,-21.62288,-43.90237,27.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,JUIZ DE FORA,Mata Atlântica,29,0.0,1.0,-21.6221,-43.50911,25.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SANTA RITA DE IBITIPOCA,Mata Atlântica,32,0.0,1.0,-21.62096,-43.88585,14.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SANTA RITA DE IBITIPOCA,Mata Atlântica,30,0.0,1.0,-21.61859,-43.89605,44.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ANDRELÂNDIA,Mata Atlântica,0,0.0,0.88,-21.59354,-44.39849,51.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,MADRE DE DEUS DE MINAS,Mata Atlântica,0,0.0,1.0,-21.59145,-44.37897,21.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SÃO VICENTE DE MINAS,Mata Atlântica,0,0.0,0.95,-21.59015,-44.40381,27.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ANDRELÂNDIA,Mata Atlântica,0,0.0,1.0,-21.588,-44.38498,43.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PALMA,Mata Atlântica,35,1.67,1.0,-21.56508,-42.35133,33.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PALMA,Mata Atlântica,35,1.58,1.0,-21.56348,-42.3381,16.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOSÉ DO RIO PARDO,Mata Atlântica,7,0.0,1.0,-21.51745,-46.81323,767.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,TAPIRATIBA,Mata Atlântica,13,0.0,1.0,-21.51476,-46.78543,229.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ALFENAS,Mata Atlântica,21,0.0,1.0,-21.51222,-45.98214,188.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ALFENAS,Mata Atlântica,21,0.0,1.0,-21.50972,-45.95724,332.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ALFENAS,Mata Atlântica,21,0.0,1.0,-21.50535,-45.99001,39.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,TAPIRATIBA,Mata Atlântica,7,0.0,1.0,-21.50278,-46.8146,83.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ALFENAS,Mata Atlântica,21,0.0,1.0,-21.50267,-45.965,355.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,TAPIRATIBA,Mata Atlântica,6,0.0,1.0,-21.50219,-46.81931,37.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ALFENAS,Mata Atlântica,21,0.0,1.0,-21.49846,-45.98367,34.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ALFENAS,Mata Atlântica,21,0.0,1.0,-21.49599,-45.95877,44.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CARRANCAS,Mata Atlântica,30,0.0,1.0,-21.44766,-44.73703,40.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CARRANCAS,Mata Atlântica,23,0.0,1.0,-21.44556,-44.71716,64.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CARRANCAS,Mata Atlântica,24,0.0,1.0,-21.44408,-44.72207,96.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SANTOS DUMONT,Mata Atlântica,36,0.0,1.0,-21.43776,-43.59361,19.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ITUTINGA,Mata Atlântica,20,0.0,1.0,-21.43323,-44.71998,131.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ITUTINGA,Mata Atlântica,22,0.0,1.0,-21.43182,-44.72534,91.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ITUTINGA,Mata Atlântica,14,0.0,1.0,-21.43124,-44.70094,92.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ITUTINGA,Mata Atlântica,16,0.0,1.0,-21.42966,-44.70601,147.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,INGAÍ,Mata Atlântica,33,0.0,1.0,-21.41795,-44.82931,111.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,MADRE DE DEUS DE MINAS,Mata Atlântica,0,0.0,1.0,-21.41756,-44.38073,32.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ITUTINGA,Mata Atlântica,31,0.0,1.0,-21.41579,-44.80951,218.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,MADRE DE DEUS DE MINAS,Mata Atlântica,0,0.0,1.0,-21.40922,-44.37695,96.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,MADRE DE DEUS DE MINAS,Mata Atlântica,0,0.0,1.0,-21.40722,-44.35844,132.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SÃO JOÃO DEL REI,Mata Atlântica,0,0.0,1.0,-21.40332,-44.36395,97.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,MOCOCA,Mata Atlântica,3,0.0,1.0,-21.33928,-47.14405,31.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,MOCOCA,Mata Atlântica,4,0.0,1.0,-21.33776,-47.13901,39.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,MOCOCA,Cerrado,9,0.0,1.0,-21.33629,-47.11424,31.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,RIO POMBA,Mata Atlântica,10,0.0,1.0,-21.30302,-43.22192,14.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,RIO POMBA,Mata Atlântica,15,0.0,1.0,-21.30131,-43.20723,82.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ASTOLFO DUTRA,Mata Atlântica,36,0.0,1.0,-21.26707,-42.82407,13.5
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BARBACENA,Mata Atlântica,0,0.0,0.92,-21.25017,-43.83639,24.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BARBACENA,Mata Atlântica,0,0.0,1.0,-21.24818,-43.81955,21.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BARBACENA,Mata Atlântica,1,0.0,0.86,-21.24687,-43.82974,66.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BOM JESUS DO ITABAPOANA,Mata Atlântica,106,0.0,1.0,-21.21238,-41.47585,13.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ALTEROSA,Mata Atlântica,94,0.0,1.0,-21.20263,-46.09106,23.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,COQUEIRAL,Mata Atlântica,97,0.0,1.0,-21.17546,-45.45745,32.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,COQUEIRAL,Mata Atlântica,101,0.0,1.0,-21.17204,-45.45259,28.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,MERCÊS,Mata Atlântica,56,0.0,1.0,-21.15962,-43.26769,44.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,RESSAQUINHA,Mata Atlântica,24,0.0,1.0,-21.1073,-43.79226,12.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,MUQUI,Mata Atlântica,36,0.0,1.0,-20.90148,-41.28073,31.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,MUQUI,Mata Atlântica,36,0.0,1.0,-20.90001,-41.26944,16.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,SÃO JOSÉ DO CALÇADO,Mata Atlântica,36,0.6,1.0,-20.89532,-41.62766,20.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,SÃO JOSÉ DO CALÇADO,Mata Atlântica,36,0.6,1.0,-20.89511,-41.62211,89.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,SÃO JOSÉ DO CALÇADO,Mata Atlântica,36,0.6,1.0,-20.89375,-41.61568,72.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,ALEGRE,Mata Atlântica,36,0.6,1.0,-20.89359,-41.60994,35.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,FORTALEZA DE MINAS,Mata Atlântica,68,0.1,1.0,-20.88439,-46.80833,264.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,FORTALEZA DE MINAS,Mata Atlântica,52,0.09,1.0,-20.88137,-46.77788,74.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,EUGENÓPOLIS,Mata Atlântica,120,0.0,1.0,-20.87523,-42.18585,10.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,FORTALEZA DE MINAS,Mata Atlântica,93,0.1,1.0,-20.87269,-46.8387,36.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,FORTALEZA DE MINAS,Mata Atlântica,76,0.1,1.0,-20.86992,-46.81033,147.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,FORTALEZA DE MINAS,Mata Atlântica,82,0.1,1.0,-20.86765,-46.81773,91.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,FORTALEZA DE MINAS,Mata Atlântica,56,0.02,1.0,-20.86692,-46.77977,73.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,FORTALEZA DE MINAS,Mata Atlântica,62,0.0,1.0,-20.86448,-46.78754,75.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PASSOS,Mata Atlântica,117,0.0,1.0,-20.82515,-46.64969,43.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PASSOS,Mata Atlântica,116,0.0,1.0,-20.82268,-46.62412,142.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PASSOS,Mata Atlântica,116,0.0,1.0,-20.8191,-46.63133,154.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CARANGOLA,Mata Atlântica,120,0.0,1.0,-20.79339,-42.19816,46.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,TEIXEIRAS,Mata Atlântica,95,0.0,1.0,-20.6161,-42.90982,14.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,VARGEM ALTA,Mata Atlântica,49,0.0,1.0,-20.61364,-41.03228,15.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SÃO JOÃO BATISTA DO GLÓRIA,Cerrado,87,0.0,1.0,-20.61082,-46.50874,27.5
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SÃO JOÃO BATISTA DO GLÓRIA,Cerrado,100,0.0,1.0,-20.6082,-46.48347,128.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SÃO JOÃO BATISTA DO GLÓRIA,Cerrado,94,0.0,1.0,-20.59674,-46.51089,80.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SÃO JOÃO BATISTA DO GLÓRIA,Cerrado,104,0.0,1.0,-20.59408,-46.4849,233.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,PATROCÍNIO PAULISTA,Cerrado,100,0.0,1.0,-20.58919,-47.17952,37.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,PATROCÍNIO PAULISTA,Cerrado,102,0.0,1.0,-20.58843,-47.17471,35.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SÃO JOÃO BATISTA DO GLÓRIA,Cerrado,101,0.0,1.0,-20.58263,-46.51266,25.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOAQUIM DA BARRA,Cerrado,101,0.0,1.0,-20.581,-47.90328,254.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SÃO JOÃO BATISTA DO GLÓRIA,Cerrado,109,0.0,1.0,-20.57999,-46.48665,58.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,PATROCÍNIO PAULISTA,Cerrado,95,0.0,1.0,-20.57427,-47.18051,108.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,PATROCÍNIO PAULISTA,Cerrado,113,0.0,1.0,-20.57134,-47.15099,162.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOAQUIM DA BARRA,Cerrado,105,0.0,1.0,-20.57022,-47.91207,746.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOAQUIM DA BARRA,Cerrado,103,0.0,1.0,-20.56824,-47.93777,86.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOAQUIM DA BARRA,Cerrado,110,0.0,1.0,-20.56715,-47.88016,199.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOAQUIM DA BARRA,Cerrado,108,0.0,1.0,-20.56535,-47.90528,667.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,OURO PRETO,Mata Atlântica,113,0.0,1.0,-20.56129,-43.41914,13.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOAQUIM DA BARRA,Cerrado,114,0.0,1.0,-20.5546,-47.91432,150.5
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOAQUIM DA BARRA,Cerrado,113,0.0,1.0,-20.55153,-47.88206,467.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,FORMIGA,Mata Atlântica,69,0.0,1.0,-20.51776,-45.39543,17.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PONTE NOVA,Mata Atlântica,112,0.0,1.0,-20.48277,-42.87003,18.5
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,IÚNA,Mata Atlântica,36,0.0,1.0,-20.46693,-41.61764,13.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,IÚNA,Mata Atlântica,36,0.0,1.0,-20.46547,-41.60624,27.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CONGONHAS,Mata Atlântica,120,0.0,1.0,-20.44827,-43.82233,15.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CLÁUDIO,Cerrado,87,0.0,1.0,-20.44695,-44.87805,25.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,OURO PRETO,Mata Atlântica,120,0.0,1.0,-20.4426,-43.77287,12.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,IPUÃ,Cerrado,114,0.0,1.0,-20.43408,-48.04038,39.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,IPUÃ,Cerrado,115,0.0,1.0,-20.43086,-48.00762,133.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,IPUÃ,Cerrado,112,0.0,1.0,-20.42841,-48.03329,80.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,IPUÃ,Cerrado,114,0.0,1.0,-20.42541,-48.00039,99.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,SÃO PAULO,CRISTAIS PAULISTA,Cerrado,70,0.0,1.0,-20.40835,-47.33141,217.5
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PIUMHI,Cerrado,99,0.0,1.0,-20.40295,-46.18179,149.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,IÚNA,Mata Atlântica,55,0.0,1.0,-20.39996,-41.50458,53.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,IÚNA,Mata Atlântica,61,0.0,1.0,-20.39834,-41.49228,31.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PIUMHI,Cerrado,92,0.0,1.0,-20.39597,-46.18958,254.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PIUMHI,Cerrado,106,0.0,1.0,-20.3934,-46.16541,131.0
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PIUMHI,Cerrado,85,0.0,1.0,-20.38221,-46.19114,94.5
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PIUMHI,Cerrado,103,0.0,1.0,-20.37967,-46.16696,144.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PONTE NOVA,Mata Atlântica,120,0.0,1.0,-20.37283,-42.99065,39.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PONTE NOVA,Mata Atlântica,120,0.0,1.0,-20.37111,-42.97644,106.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PONTE NOVA,Mata Atlântica,120,0.0,1.0,-20.3695,-42.96311,28.8
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PIUMHI,Cerrado,76,0.0,1.0,-20.36851,-46.19312,394.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PIUMHI,Cerrado,99,0.0,1.0,-20.366,-46.16901,502.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PONTE NOVA,Mata Atlântica,120,0.0,1.0,-20.36035,-42.97783,7.5
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PONTE NOVA,Mata Atlântica,120,0.0,1.0,-20.35875,-42.96452,11.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ITABIRITO,Mata Atlântica,120,0.0,-999.0,-20.31359,-43.93292,13.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PEDRA DO INDAIÁ,Mata Atlântica,51,0.0,1.0,-20.31117,-45.15994,26.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PEDRA DO INDAIÁ,Mata Atlântica,49,0.0,1.0,-20.30808,-45.14684,20.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ITABIRITO,Mata Atlântica,120,0.0,1.0,-20.3061,-43.86906,29.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ITABIRITO,Mata Atlântica,120,0.0,1.0,-20.30424,-43.85317,28.5
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CLÁUDIO,Cerrado,78,0.0,1.0,-20.28014,-44.79434,42.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CLÁUDIO,Cerrado,70,0.0,1.0,-20.2678,-44.79566,35.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,IÚNA,Mata Atlântica,36,0.0,1.0,-20.26639,-41.71936,30.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,IÚNA,Mata Atlântica,36,0.0,1.0,-20.26547,-41.7262,9.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,IÚNA,Mata Atlântica,36,0.0,1.0,-20.26384,-41.71386,24.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,CARIACICA,Mata Atlântica,-999,0.0,1.0,-20.25919,-40.45038,15.5
2024/09/15 17:05:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,CARIACICA,Mata Atlântica,-999,0.0,1.0,-20.2578,-40.44017,18.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BONFIM,Mata Atlântica,120,0.0,1.0,-20.24866,-44.15414,23.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BRUMADINHO,Mata Atlântica,120,0.0,1.0,-20.24669,-44.1372,40.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PEDRA DO INDAIÁ,Mata Atlântica,48,0.0,1.0,-20.2195,-45.15823,48.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PEDRA DO INDAIÁ,Mata Atlântica,49,0.0,1.0,-20.21941,-45.16297,22.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PEDRA DO INDAIÁ,Mata Atlântica,55,0.0,1.0,-20.21734,-45.13792,58.9
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PEDRA DO INDAIÁ,Mata Atlântica,52,0.0,1.0,-20.21711,-45.14276,86.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ITABIRITO,Mata Atlântica,120,0.0,1.0,-20.18707,-43.82579,20.1
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,IGUATAMA,Cerrado,112,0.0,1.0,-20.18661,-45.7039,17.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,DIVINÓPOLIS,Cerrado,98,0.0,1.0,-20.17758,-44.88507,20.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ABRE CAMPO,Mata Atlântica,120,0.0,1.0,-20.17404,-42.36863,16.6
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,MARIANA,Mata Atlântica,120,0.0,-999.0,-20.14269,-43.44717,23.7
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CATAS ALTAS,Mata Atlântica,120,0.0,1.0,-20.12248,-43.46684,70.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CATAS ALTAS,Mata Atlântica,120,0.0,1.0,-20.12164,-43.47447,18.4
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CATAS ALTAS,Mata Atlântica,120,0.0,-999.0,-20.12038,-43.44879,48.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CATAS ALTAS,Mata Atlântica,120,0.0,-999.0,-20.11944,-43.4569,65.2
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BAMBUÍ,Cerrado,114,0.0,1.0,-20.11913,-46.14127,29.3
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,MANHUAÇU,Mata Atlântica,54,0.0,1.0,-20.0432,-42.12766,29.5
2024/09/15 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,MANHUAÇU,Mata Atlântica,65,0.0,1.0,-20.04145,-42.11435,14.4
